f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,f64,f65,f66,f67,f68,f69,f70,f71,f72,f73,f74,f75,f76,f77,f78,f79,f80,f81,f82,f83,f84,f85,f86,f87,f88,f89,f90,f91,f92,f93,f94,f95,f96,f97,f98,f99,f100,f101,f102,f103,f104,f105,f106,f107,f108,f109,f110,f111,f112,f113,f114,f115,f116,f117,f118,f119,f120,f121,f122,f123,f124,f125,label
0.0,0.0,0.0,0.12160561,0.14518052,-0.16464521,0.14800711,0.39674893,-0.28636026,0.099056095,0.614949,-0.35807407,-0.027536847,0.7172266,-0.42733946,0.051645495,0.05343387,-0.44718632,0.07550061,0.37010315,-0.5776623,0.08120357,0.6021785,-0.6145274,0.07644556,0.76846546,-0.63530856,-0.115347125,0.055393446,-0.39994407,-0.13393243,0.5386454,-0.52494645,-0.056006372,0.5662929,-0.50709116,-0.008975216,0.46882212,-0.4874046,-0.2408508,0.09464976,-0.3462289,-0.19766045,0.5545812,-0.45178604,-0.11364282,0.5253441,-0.39893794,-0.09489402,0.4080762,-0.3544972,-0.3249559,0.1617302,-0.29882917,-0.26209676,0.5083499,-0.38076624,-0.18559475,0.47940296,-0.3586314,-0.16196613,0.36816543,-0.33737317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,You
0.0,0.0,0.0,0.13435547,0.17385328,-0.15354595,0.18022844,0.41888836,-0.29822013,0.13860139,0.64882725,-0.4149413,0.05496367,0.79323184,-0.52541375,0.10895033,0.14160495,-0.42580488,0.048045784,0.50401103,-0.56041783,0.06005135,0.685843,-0.61787355,0.05647916,0.75717515,-0.65076566,-0.06796352,0.11592197,-0.40930042,-0.110124804,0.59023005,-0.51206535,-0.062342785,0.6626515,-0.4978634,-0.036257833,0.61808264,-0.5053327,-0.20398489,0.13321228,-0.38954073,-0.19540834,0.590444,-0.46042806,-0.13369887,0.62561876,-0.3984004,-0.09374383,0.55624664,-0.36775178,-0.28916383,0.17639208,-0.38789016,-0.26478603,0.5198627,-0.44424975,-0.20840971,0.56108594,-0.4096031,-0.16959728,0.5111359,-0.38763422,0.0,0.0,0.0,0.08937058,0.12925035,-0.17725138,0.111562885,0.33334824,-0.32445788,0.06637384,0.50258404,-0.41800064,-0.040083636,0.5874367,-0.5094206,0.03101614,0.009073552,-0.4976315,0.04924744,0.34320682,-0.6425835,0.04235386,0.5588986,-0.68990344,0.030849181,0.6981473,-0.7152893,-0.11918565,0.0012180153,-0.44342935,-0.13881756,0.43653423,-0.5556375,-0.08676039,0.48953548,-0.5236563,-0.051431738,0.42592373,-0.5062691,-0.23551404,0.04035945,-0.38385972,-0.21931072,0.46833253,-0.4745601,-0.15145311,0.46204132,-0.41576892,-0.12375191,0.3637036,-0.38053176,-0.31888333,0.104594186,-0.3325064,-0.2770672,0.4202812,-0.4085113,-0.20785585,0.40405828,-0.38340458,-0.1752287,0.31451657,-0.3643648,You
0.0,0.0,0.0,0.092772596,0.12883766,-0.21586044,0.0771687,0.329437,-0.36861235,-0.00242755,0.50458795,-0.45214635,-0.102162905,0.63684106,-0.52439946,0.028631708,0.0461342,-0.55334085,0.036337715,0.421815,-0.6857444,0.040730983,0.59656906,-0.70508224,0.021158526,0.69756925,-0.7162049,-0.10276993,0.028156864,-0.48335114,-0.12919447,0.4898751,-0.5937611,-0.054021545,0.5376374,-0.5446966,-0.014562117,0.4847651,-0.5202245,-0.20922507,0.079596534,-0.410085,-0.20732644,0.49776414,-0.5015704,-0.11950832,0.485451,-0.43245962,-0.079728864,0.39729297,-0.39679128,-0.281254,0.14525595,-0.3491821,-0.2433577,0.43938553,-0.44458982,-0.1709562,0.42024535,-0.43472838,-0.13343978,0.35086316,-0.42702675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,You
0.0,0.0,0.0,0.12600943,0.14762576,-0.12441323,0.16232371,0.38171926,-0.25666687,0.123701505,0.6161582,-0.3652219,0.043957386,0.77243626,-0.47178784,0.113001704,0.16559884,-0.3954126,0.06337054,0.5055631,-0.52326506,0.058159262,0.68741566,-0.5833606,0.040534925,0.7871426,-0.6154376,-0.05000637,0.1393866,-0.3844611,-0.09032103,0.55007035,-0.4703135,-0.056004453,0.60243845,-0.4564004,-0.036790762,0.56381357,-0.46624222,-0.1797305,0.14973822,-0.36705253,-0.1749076,0.54901874,-0.4142925,-0.12367736,0.570134,-0.35228586,-0.0891192,0.51475364,-0.32531402,-0.26287454,0.18008189,-0.36525416,-0.24210234,0.48223823,-0.39659983,-0.18953368,0.5135224,-0.35397312,-0.15422432,0.4720793,-0.33041915,0.0,0.0,0.0,0.079402395,0.16212189,-0.16897684,0.07549111,0.39358875,-0.2971966,0.008735584,0.5649371,-0.37042412,-0.09461788,0.6841739,-0.4423578,0.047791738,0.07232344,-0.4901485,0.057987906,0.40868965,-0.6114378,0.053670377,0.61845416,-0.6370925,0.050564136,0.75955355,-0.64847636,-0.08915786,0.029146845,-0.43617806,-0.11639759,0.4561755,-0.53399515,-0.07588137,0.55466616,-0.50133365,-0.026509149,0.54110616,-0.4875064,-0.20173316,0.051696762,-0.37455106,-0.21591456,0.48331532,-0.46235073,-0.14865856,0.5201753,-0.4186657,-0.0969886,0.4604048,-0.39418975,-0.28705725,0.1001436,-0.31854704,-0.2759113,0.43532923,-0.39610523,-0.21411964,0.4485141,-0.38077474,-0.16734366,0.3835905,-0.36980504,You
0.0,0.0,0.0,0.08270965,0.14610279,-0.17271313,0.111709245,0.38005254,-0.32050645,0.07899352,0.5774953,-0.414977,-0.013580014,0.7019317,-0.5061497,0.041936472,0.07041228,-0.5048793,0.027541714,0.41920474,-0.6393567,0.020566016,0.6119134,-0.67360324,0.015194974,0.72387546,-0.6897633,-0.10999043,0.037580248,-0.4498685,-0.15636668,0.49676493,-0.5578386,-0.115677334,0.5474801,-0.5239615,-0.073903576,0.48227906,-0.5052187,-0.22950257,0.06161799,-0.38640657,-0.23941375,0.51607937,-0.47191548,-0.17267506,0.51145065,-0.4119284,-0.12923393,0.41520286,-0.3759813,-0.3205719,0.1177825,-0.33017007,-0.29101408,0.45680797,-0.40519524,-0.2243872,0.44311574,-0.38237795,-0.18521082,0.35587233,-0.36440623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,You
0.0,0.0,0.0,0.1352865,0.1574443,-0.12947392,0.18144764,0.39028504,-0.26349983,0.15355988,0.61971843,-0.37343535,0.08019708,0.76593447,-0.4801395,0.123231746,0.16413157,-0.4062644,0.08020475,0.506579,-0.53439856,0.07213237,0.68706304,-0.59089214,0.048552148,0.78284174,-0.6203237,-0.048258338,0.13761458,-0.39416447,-0.09226042,0.5753694,-0.4814397,-0.05639771,0.629611,-0.465514,-0.03624199,0.5879454,-0.47382215,-0.18395607,0.15241209,-0.3752784,-0.17789121,0.57500994,-0.4271946,-0.12057721,0.59185714,-0.36300522,-0.08274477,0.52997905,-0.33357337,-0.2717407,0.18820183,-0.37217817,-0.2398552,0.50972,-0.40854254,-0.18059202,0.5487476,-0.36309236,-0.1409005,0.5140975,-0.33551803,0.0,0.0,0.0,0.07967244,0.16087933,-0.15322284,0.07980963,0.40211117,-0.28301898,0.006369686,0.5851149,-0.36291328,-0.11290248,0.68613064,-0.4406456,0.05291249,0.07036093,-0.46657813,0.06800943,0.42550045,-0.6008364,0.05494369,0.62804127,-0.6372645,0.042418446,0.755702,-0.65354055,-0.098029636,0.0386834,-0.42137387,-0.13778557,0.50230503,-0.53157574,-0.09260197,0.56833005,-0.50149655,-0.04623022,0.5152053,-0.48273906,-0.22706716,0.062457018,-0.36830783,-0.22680342,0.5240663,-0.461747,-0.15435424,0.5337419,-0.41144457,-0.10948548,0.44624278,-0.3787679,-0.32417664,0.11777195,-0.32043314,-0.28015134,0.4738663,-0.39997387,-0.20497072,0.46373504,-0.38157094,-0.16672155,0.3764841,-0.36600894,You
0.0,0.0,0.0,0.07696302,0.16568549,-0.14797835,0.07790717,0.40802443,-0.27346593,0.009796618,0.5887527,-0.35036072,-0.11028433,0.68456876,-0.42643744,0.064341396,0.07012232,-0.46602157,0.07317163,0.4156667,-0.6025878,0.048147455,0.6181967,-0.64590645,0.02554358,0.7440891,-0.66759187,-0.090804465,0.024617204,-0.42571288,-0.14565654,0.48572528,-0.5390582,-0.11790288,0.5675015,-0.5197245,-0.073643036,0.52710646,-0.5084996,-0.22441755,0.037680563,-0.37631607,-0.24270785,0.51168275,-0.4728095,-0.18149509,0.5287322,-0.43083635,-0.13617341,0.4441864,-0.40189332,-0.32817236,0.08573383,-0.33102167,-0.30591822,0.4553234,-0.4094416,-0.24112393,0.45453262,-0.39049473,-0.19778658,0.3677733,-0.3740309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,You
0.0,0.0,0.0,0.13430533,0.20076112,-0.13991292,0.17358367,0.48223644,-0.27754414,0.07675552,0.7271702,-0.3881339,-0.044526827,0.8687191,-0.4932996,0.11356978,0.17494093,-0.42174134,0.05023994,0.5215498,-0.54687244,0.026194314,0.702453,-0.5989705,-0.01038176,0.7736693,-0.62838644,-0.07724942,0.11979736,-0.41019267,-0.13166532,0.6386686,-0.50670654,-0.091220915,0.72364974,-0.48942757,-0.06852513,0.6796944,-0.49369094,-0.22238965,0.12380179,-0.39269897,-0.22638881,0.61798334,-0.45948595,-0.15918218,0.6682516,-0.39508098,-0.107827395,0.6033814,-0.3626839,-0.31804556,0.1596393,-0.39170158,-0.29410425,0.56074876,-0.45195982,-0.23397085,0.639265,-0.41382846,-0.19004048,0.61537415,-0.38686562,0.0,0.0,0.0,0.08075998,0.16927938,-0.17442489,0.083880305,0.44832447,-0.32349807,0.0008567664,0.669288,-0.4161392,-0.14076135,0.77300084,-0.50174874,0.011868437,0.10908572,-0.5275721,-0.017697893,0.535378,-0.6686241,-0.02602073,0.6812027,-0.6934364,-0.018674301,0.71506286,-0.6988107,-0.1529963,0.053523213,-0.4717318,-0.20068766,0.6087696,-0.58552396,-0.14129491,0.6494409,-0.54605687,-0.078379676,0.54712576,-0.5220148,-0.2822876,0.06911607,-0.40632683,-0.29310024,0.59836936,-0.49686846,-0.21590753,0.6025325,-0.43104357,-0.15669914,0.49431458,-0.39053556,-0.37843677,0.12305458,-0.34762472,-0.3493031,0.5214098,-0.43058458,-0.26631656,0.523454,-0.40736893,-0.20902765,0.43156877,-0.38666734,You
0.0,0.0,0.0,0.0854076,0.19284472,-0.18074588,0.09455029,0.4855644,-0.33493784,0.0046397075,0.7228941,-0.42964458,-0.14522691,0.82058096,-0.515919,0.02864601,0.112586915,-0.549907,-0.008127852,0.5635236,-0.68696344,-0.007379043,0.6990584,-0.6993022,0.0006841557,0.7181824,-0.69585454,-0.1500963,0.055875063,-0.48775986,-0.1960549,0.6424929,-0.5974548,-0.1319518,0.6916327,-0.54673624,-0.07459494,0.5838452,-0.518062,-0.29289266,0.071252376,-0.4155672,-0.30637938,0.6311626,-0.5074495,-0.22242844,0.6470181,-0.4410444,-0.16197968,0.5326901,-0.40182814,-0.3987272,0.12779875,-0.3497016,-0.36219943,0.5629286,-0.43757746,-0.27535737,0.5722735,-0.42063698,-0.2207602,0.47326607,-0.40629393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,You
0.0,0.0,0.0,0.083605215,0.23452821,-0.1518405,0.08080835,0.56080294,-0.3024447,-0.025869433,0.7836461,-0.39628837,-0.18840021,0.85621554,-0.4810409,0.026284125,0.16341375,-0.55846447,0.018594282,0.5010958,-0.6815258,0.08259049,0.532235,-0.67551565,0.13806573,0.4858846,-0.66184175,-0.13942637,0.045159593,-0.51313895,-0.24269325,0.6044581,-0.6274517,-0.17414841,0.6475943,-0.57467145,-0.12827618,0.5380842,-0.544167,-0.28930417,0.030334733,-0.44892952,-0.33260998,0.5956409,-0.5194856,-0.23908964,0.59372747,-0.4262771,-0.19944589,0.46568698,-0.37575805,-0.41238022,0.06508892,-0.38995814,-0.39849892,0.51692224,-0.45375383,-0.30695093,0.50504565,-0.4146568,-0.26663515,0.38521782,-0.38952434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,You
0.0,0.0,0.0,0.07552224,0.28032672,-0.19217831,0.048937157,0.5780615,-0.33747545,-0.07368555,0.77393514,-0.4204349,-0.23286639,0.842253,-0.4861924,-0.047434684,0.1618858,-0.55684185,-0.13292542,0.6116499,-0.6741461,-0.036730964,0.60335857,-0.64682776,0.030372733,0.5022094,-0.6137337,-0.2203519,0.071991645,-0.4849317,-0.28474116,0.6205472,-0.5977037,-0.18112788,0.62484896,-0.53242385,-0.13556744,0.49994162,-0.48765558,-0.35899714,0.06524233,-0.4032201,-0.36553046,0.59793,-0.4901595,-0.2610503,0.5789165,-0.41649547,-0.22876222,0.44647264,-0.37233043,-0.4614099,0.10356142,-0.32955462,-0.42015457,0.5116132,-0.41569594,-0.32164407,0.49790713,-0.4027048,-0.28846604,0.38879505,-0.39014778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,You
0.0,0.0,0.0,0.1303216,0.15960175,-0.120328195,0.17919634,0.405963,-0.25404596,0.13997701,0.62543595,-0.37242857,0.05404381,0.7762907,-0.49342868,0.07143446,0.22316146,-0.37517554,-0.009817828,0.5898803,-0.51935023,-0.026876679,0.73440427,-0.5945359,-0.038137384,0.7690014,-0.63810843,-0.10339315,0.18680435,-0.37765113,-0.1516667,0.69304526,-0.5012715,-0.14300442,0.7945271,-0.5021983,-0.1327116,0.7505035,-0.51120704,-0.240217,0.18522416,-0.37476778,-0.24758765,0.65316254,-0.47380665,-0.20137022,0.71083677,-0.42005664,-0.16989182,0.6430275,-0.3843449,-0.34268844,0.1981027,-0.3852552,-0.33747366,0.55575955,-0.44730935,-0.28689662,0.61758226,-0.40086278,-0.2520146,0.5832855,-0.36676416,0.0,0.0,0.0,0.094349764,0.25649968,-0.18309699,0.0934464,0.56605965,-0.32610175,-0.004788387,0.7862819,-0.41096374,-0.15773986,0.8622522,-0.48128924,0.0034016897,0.13273059,-0.4969914,0.029843057,0.37263843,-0.6194513,0.1019921,0.4017792,-0.6208844,0.13255037,0.38194004,-0.61748916,-0.1628978,0.0520925,-0.4441228,-0.22276357,0.5875427,-0.57889915,-0.12227084,0.62656665,-0.5385958,-0.087902196,0.5113906,-0.5089547,-0.30440542,0.06295262,-0.38275722,-0.30457872,0.6180453,-0.49019966,-0.18886746,0.60736436,-0.41602325,-0.1653512,0.47084904,-0.3661682,-0.4129629,0.11377376,-0.33031318,-0.36307633,0.5422918,-0.42406836,-0.26098457,0.5262843,-0.40491378,-0.24007533,0.40775636,-0.3867879,You
0.0,0.0,0.0,0.107001126,0.26799172,-0.16668434,0.118485644,0.5785989,-0.31454125,0.016476816,0.7860616,-0.40461707,-0.14585593,0.86294335,-0.48379207,0.06082292,0.13382997,-0.5358009,0.08497746,0.34145617,-0.6670838,0.13835381,0.36294207,-0.6709009,0.16792119,0.3397946,-0.6674227,-0.10970721,0.026715668,-0.49115106,-0.18852338,0.5908517,-0.6244322,-0.10194055,0.6430851,-0.5753345,-0.06858543,0.5340523,-0.54394346,-0.26247883,0.028973112,-0.43324125,-0.2827152,0.6232697,-0.5298116,-0.17745477,0.6202798,-0.4416435,-0.1533803,0.4845968,-0.38849068,-0.38750333,0.08123008,-0.3823846,-0.33759186,0.53605455,-0.46623808,-0.24245976,0.523218,-0.438101,-0.22331543,0.40108737,-0.4180764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,You
0.0,0.0,0.0,0.12433418,0.28918567,-0.1587721,0.15702179,0.6161324,-0.2964394,0.05706494,0.8257033,-0.3804628,-0.10906506,0.8856775,-0.45130938,0.12641819,0.14317401,-0.5117021,0.14012325,0.33665454,-0.64558643,0.19519342,0.33683166,-0.6492435,0.21576914,0.29322717,-0.6459436,-0.053817667,0.01060221,-0.4726679,-0.15313631,0.605014,-0.62432563,-0.05359407,0.6464789,-0.58092785,-0.013819396,0.5185455,-0.54670453,-0.22144996,0.0015744589,-0.42093912,-0.25903776,0.6243029,-0.53450775,-0.14215939,0.6044711,-0.44455683,-0.11667678,0.4505779,-0.38168553,-0.3643767,0.049433332,-0.37558058,-0.32658088,0.522302,-0.46662357,-0.228811,0.49888018,-0.43745825,-0.21104266,0.3635231,-0.4133782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,You
0.0,0.0,0.0,0.119584486,0.14132924,-0.13510342,0.18722992,0.3147658,-0.25330442,0.18194968,0.42351833,-0.3543223,0.18905891,0.46472576,-0.4589508,-0.0005218158,0.2247058,-0.33844846,-0.115507185,0.54245013,-0.4703765,-0.14463101,0.7175626,-0.54804385,-0.1456842,0.7907997,-0.5944846,-0.14727806,0.18877934,-0.32656834,-0.20626354,0.60047036,-0.4408332,-0.20823437,0.77688086,-0.4605549,-0.18696536,0.8384788,-0.48313648,-0.24844778,0.17538947,-0.31171092,-0.2947003,0.55100524,-0.42421585,-0.2721031,0.692067,-0.40170032,-0.2423991,0.7357843,-0.38424122,-0.32313672,0.16817053,-0.30761787,-0.3627186,0.45287147,-0.3829127,-0.33358267,0.5774145,-0.35678986,-0.29693085,0.63293856,-0.33673334,0.0,0.0,0.0,0.11621005,0.27439544,-0.17663585,0.11395476,0.59878105,-0.3035807,-0.0029482725,0.8196038,-0.3716585,-0.17243989,0.89021254,-0.4216471,0.03905302,0.1400148,-0.5260098,-0.01104345,0.4554158,-0.6327703,0.09705204,0.41557354,-0.59491557,0.1635934,0.31317353,-0.55646914,-0.13995019,0.05225137,-0.4647466,-0.23468372,0.6330355,-0.58746856,-0.11862397,0.6573751,-0.5206887,-0.07365034,0.5450876,-0.46704707,-0.2949132,0.058968443,-0.39180815,-0.31439644,0.64314085,-0.49086797,-0.2003251,0.6116118,-0.4108858,-0.17559147,0.46987838,-0.35201877,-0.4143431,0.114989646,-0.32466993,-0.3754208,0.5530368,-0.40354982,-0.27993155,0.52734303,-0.3781667,-0.256973,0.4009036,-0.35631078,You
0.0,0.0,0.0,0.116037555,0.31945363,-0.1385986,0.14376408,0.6507551,-0.26907474,0.029839298,0.8604486,-0.34943894,-0.14968707,0.89813215,-0.413464,0.12614484,0.14435056,-0.5046563,0.121568896,0.3169152,-0.622515,0.1797584,0.2700467,-0.60152364,0.1995142,0.18306889,-0.57998395,-0.06559151,0.0016817428,-0.47371218,-0.19108325,0.612461,-0.6180108,-0.09795861,0.6742613,-0.5587319,-0.06378101,0.5583141,-0.5104866,-0.2448587,-0.011419101,-0.4264403,-0.28898886,0.639087,-0.5353123,-0.17297448,0.6152577,-0.43607014,-0.15685162,0.44549227,-0.36274263,-0.40149045,0.029694857,-0.3831267,-0.3809905,0.5292966,-0.458504,-0.2771856,0.50915015,-0.41268146,-0.25510037,0.36264732,-0.37654272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,You
0.0,0.0,0.0,0.14678821,0.16962944,-0.16104831,0.25412917,0.34592584,-0.29196382,0.26122978,0.4273445,-0.4003783,0.19762115,0.42079246,-0.511264,0.08015976,0.17759852,-0.39629537,0.037444174,0.44814223,-0.5354193,0.075578734,0.54617244,-0.6049992,0.10603576,0.5677728,-0.6459317,-0.10036068,0.15268038,-0.38154396,-0.14430796,0.6563565,-0.51355755,-0.12860091,0.8201732,-0.5234182,-0.10748238,0.83544946,-0.5389543,-0.24032804,0.16004673,-0.36496535,-0.26516488,0.63402194,-0.49065366,-0.23336773,0.7773279,-0.45288387,-0.19871767,0.7921675,-0.42641807,-0.3416908,0.1804504,-0.3631714,-0.36226028,0.5301518,-0.45131266,-0.33144045,0.6921998,-0.41676104,-0.29456776,0.76248604,-0.38930365,0.0,0.0,0.0,0.07491039,0.31556773,-0.17159854,0.042666502,0.61954886,-0.2894907,-0.083056025,0.8242361,-0.3546567,-0.24544267,0.88355845,-0.39885136,-0.067907006,0.12765782,-0.44607168,-0.120022096,0.49894884,-0.5409033,-0.0065445923,0.4137656,-0.5159638,0.04266696,0.27270126,-0.4924364,-0.2379816,0.053242564,-0.3851806,-0.29991734,0.6233921,-0.49775803,-0.18432218,0.60811496,-0.45206216,-0.14340457,0.46374992,-0.41785586,-0.37264317,0.065403335,-0.31673995,-0.38495913,0.6234795,-0.40455225,-0.27068996,0.5768924,-0.33890626,-0.24722433,0.41890696,-0.29398778,-0.476239,0.11836598,-0.2567314,-0.4433108,0.53539205,-0.33779994,-0.34375122,0.5028163,-0.32580292,-0.32148585,0.37067282,-0.31156567,You
0.0,0.0,0.0,0.117433414,0.30544752,-0.19644351,0.15805265,0.5946516,-0.34678414,0.04609712,0.7900232,-0.4400337,-0.12734683,0.8498238,-0.5114513,0.09067066,0.046865392,-0.5009622,0.08518943,0.28377765,-0.6264272,0.14966191,0.2169657,-0.6240185,0.16953199,0.12378411,-0.62056905,-0.11419978,-0.042356636,-0.44669276,-0.17819124,0.5772172,-0.5959317,-0.07164472,0.5855445,-0.55280226,-0.03481864,0.43912062,-0.52136225,-0.28405952,-0.019639036,-0.3863525,-0.2893637,0.59365106,-0.50529385,-0.16618845,0.55703914,-0.41749918,-0.1463829,0.3856733,-0.35732093,-0.42310175,0.04912413,-0.33825573,-0.35917187,0.5070044,-0.4416095,-0.24146467,0.4791148,-0.4172269,-0.22199519,0.3360383,-0.39415908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,You
